,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Vosk ASR
8425,8867,"All right, all right, if you insist on doing this, at least let me help you.",Emily,anger,negative,888,3,4,15,"00:16:23,565","00:16:26,567",right right if you insist on doing this at least let me help you
8426,8868,"No, God no! That is no place for a woman. Those guys will grab anything.",Ross,neutral,neutral,888,4,4,15,"00:16:26,735","00:16:30,780",god know that has no place my and those guys and grab anything
8427,8869,No. Thats not what Im saying. I just may know a few things that might help you inflict some pain.,Emily,neutral,neutral,888,5,4,15,"00:16:31,907","00:16:36,619",that's not what i was saying i just might know a few things that could help you inflict some pain
8428,8870,I like that.,Ross,joy,positive,888,6,4,15,"00:16:36,787","00:16:40,164",i like thatlisten closely
8429,8871,"Yeah? Listen closely, Devon has got a weak ankle.",Emily,neutral,neutral,888,7,4,15,"0:16:40,332","0:16:42,251",that has got a week and
8430,8872,Huh?,Ross,neutral,neutral,888,8,4,15,"0:16:42,251","0:16:42,473",
8431,8873,One swift kick and hell back off.,Emily,neutral,neutral,888,9,4,15,"00:16:42,584","00:16:44,669",once with cake and who back off
8432,8874,"All right, bad ankle, got it!",Ross,neutral,neutral,888,10,4,15,"00:16:44,837","00:16:46,587",right bad ankle go on
8433,8875,"And that big bloke with the beard, he has got a trick hip.",Emily,neutral,neutral,888,11,4,15,"00:16:46,755","00:16:50,591",the beard he's got trick
8434,8876,Yeah.,Emily,neutral,neutral,888,12,4,15,"0:16:50,759","0:16:54,321",and and david over there right the heaters
8435,8877,"And uh, and David over there, I heard he doesnt wear a cup.",Emily,neutral,neutral,888,13,4,15,"0:16:54,321","0:16:54,685",
8436,8878,"Yeah? I can use that, trick hip, no cup, okay! Okay!",Ross,joy,positive,888,14,4,15,"00:16:54,805","00:16:58,057",i could use that trip trip know cup okay know
8437,8879,"And uh, Liam, Liams got bad knees. You hit him right and hell go down like a lamp.",Emily,neutral,neutral,888,15,4,15,"00:16:58,267","00:17:03,187",what that means you him right now dive down like a lamp
8438,8880,"But-but, Liams on my team.",Ross,joy,positive,888,16,4,15,"00:17:03,355","00:17:05,064",that leaves on my team
8439,8881,I dont care! You just get him!,Emily,anger,negative,888,17,4,15,"00:17:05,232","00:17:08,276",why don't you just get and then
8440,8882,"Im gonna go get him! Okay, I am going back in!",Ross,joy,positive,888,18,4,15,"00:17:08,444","00:17:11,487",i am going back in
8441,8883,The Red Ross! Okay.,Joey,joy,positive,888,19,4,15,"00:17:13,991","00:17:17,326",
8442,8884,Oh!  Oh by the way?,Rachel,neutral,neutral,889,0,8,1,"0:03:04,642","0:03:05,393",vi the way
8443,8885,Uh-hmm.,Phoebe,neutral,neutral,889,1,8,1,"0:03:05,393","0:03:05,825",that
8444,8886,James Brolin?,Rachel,neutral,neutral,889,2,8,1,"0:03:05,825","0:03:07,954",james brolin a fine now
8445,8887,"Oh, I know. I could only think of two names, him and Ed Begley Jr. and then I remembered hes gay.",Phoebe,neutral,neutral,889,3,8,1,"00:03:08,271","00:03:15,819",i think of to named him and ed begley jr and theni remember it he's gay so
8446,8888,Ed Begley Jr. is not gay.,Rachel,neutral,neutral,889,4,8,1,"0:03:16,321","0:03:18,532",and begley jr is not gay
8447,8889,Really?!,Phoebe,surprise,positive,889,5,8,1,"0:03:18,532","0:03:20,031",really
8448,8890,Hello?,Rachel,neutral,neutral,890,0,6,4,"0:19:16,697","0:19:17,490",hello
8449,8891,"Hello, is Ross there?",Russell,neutral,neutral,890,1,6,4,"0:19:17,490","0:19:18,790",hello is ross there
8450,8892,"Uh no, hes not. Can I take a message?",Rachel,neutral,neutral,890,2,6,4,"00:19:18,907","00:19:20,449",no it's not going to take a message
8451,8893,"Yes, this Russell, Rosss divorce lawyer, just tell him that since I havent heard from him, I assume hes decided to give the marriage a try.",Russell,neutral,neutral,890,3,6,4,"00:19:23,203","00:19:31,127",tell him that since i haven't heard from him i assume he's decided to give the marriage try rasanen marriedno
8452,8894,Ross got married againNooooooo!!!!!!!!!,Rachel,surprise,negative,890,4,6,4,"00:19:28,125","00:19:31,127",ross got married againno
8453,8895,"Oh-oh! Okay, shes kicking!",Rachel,joy,positive,891,0,8,16,"00:02:20,974","00:02:23,892",oh okay she's kicking
8454,8896,Oh!  Shes growing inside you.,Chandler,neutral,neutral,891,1,8,16,"00:02:24,811","00:02:27,354",she's growing inside now
8455,8897,Whoa!!,Rachel,surprise,positive,891,2,8,16,"0:02:27,564","0:02:28,276",well
8456,8898,Oh!,Chandler,surprise,negative,891,3,8,16,"0:02:28,276","0:02:28,653",
8457,8899,Wow that was a big one.,Rachel,surprise,positive,891,4,8,16,"0:02:28,815","0:02:29,858",how there was a big one
8458,8900,I think thats the youngest girl ever to reject me.,Chandler,joy,positive,891,5,8,16,"0:02:29,858","0:02:33,425",i think that's the youngest girl effort to reject me
8459,8901,Oh hey you guys!,Phoebe,joy,positive,891,6,8,16,"00:02:34,279","00:02:35,779",oh yeah you guys oil and
8460,8902,"Sure, I can hang out til I have to meet ya.  What uhHow come youre not going?",Joey,neutral,neutral,892,0,8,21,"00:03:46,185","00:03:53,817",the i can hang out to have to meet youwhat the how can you know i can have got a job interview are going to get ready for
8461,8903,I have a job interview I have to get ready for.,Chandler,neutral,neutral,892,1,8,21,"00:03:50,105","00:03:53,817",what the outcome you know i don't i can have got a job interview it going to get ready for
8462,8904,I thought you already have a job.,Joey,neutral,neutral,892,2,8,21,"0:03:53,984","0:03:55,152",they already have a job
8463,8905,And people say you dont pay attention.,Chandler,neutral,neutral,892,3,8,21,"0:03:55,152","0:03:59,031",and people say you don't pay attention
8464,8906,"No, this is a much better job.",Chandler,neutral,neutral,892,4,8,21,"00:03:59,114","00:04:02,076",kind of is a much better job spice president a couple
8465,8907,Its vice-president of a company that does data reconfiguration and statistical factoring for other companies.,Chandler,neutral,neutral,892,5,8,21,"00:04:02,243","00:04:06,580",it does data reconfiguration a statistical factoring for other companies
8466,8908,Wow! How do you know how to do that?!,Joey,surprise,positive,892,6,8,21,"0:04:08,666","0:04:10,838",lol how how do you know how to do that
8467,8909,Thats what I do now.,Chandler,neutral,neutral,892,7,8,21,"0:04:10,838","0:04:13,467",that's what i do now
8468,8910,"Hey Joey, come taste this.",Monica,neutral,neutral,892,8,8,21,"0:04:14,630","0:04:16,402",joey can taste this
8469,8911,What is it?,Joey,neutral,neutral,892,9,8,21,"0:04:16,402","0:04:16,986",how does it
8470,8912,Remember that guy that gave me a bad review? Well  Im getting my revenge!,Monica,anger,negative,892,10,8,21,"00:04:17,091","00:04:23,264",never that guy they give me a bad review welli'm getting my revenge
8471,8913,You cooked him?,Joey,surprise,negative,892,11,8,21,"00:04:24,098","00:04:26,183",you cook them
8472,8914,No.,Monica,neutral,neutral,892,12,8,21,"00:04:26,350","00:04:30,229",he teaches a course on food criticism at the news
8473,8915,"He teaches a course on food criticism at the New School, so before we go to the movies I wanna go by there and make him try my bouillabaisse again.",Monica,neutral,neutral,892,13,8,21,"00:04:26,350","00:04:33,816",he teaches a course on food criticism at the new school so before we go to the movies only go by there and make and tron i believe a cigarette
8474,8916,"Oh, I cannot wait to read the front page of the Post tomorrow!",Monica,joy,positive,892,14,8,21,"00:04:33,983","00:04:37,194",cannot wait to read the front page of the post tomorrow
8475,8917,"""Restaurant reviewer admits: I was wrong about Monica.""",Monica,joy,positive,892,15,8,21,"00:04:37,361","00:04:42,199",restaurant reviewer admit i was wrong about monica
8476,8918,"The front page? You really do live in your own little world, dont ya?",Chandler,sadness,negative,892,16,8,21,"00:04:42,366","00:04:47,329",the front pageyou really do live in your own little world or
8477,8919,"So, did you uh, find anyone to marry you guys yet?",Joey,neutral,neutral,893,0,7,16,"00:04:52,083","00:04:54,501",so that you won't find anyone to marry you guys
8478,8920,"No, but Horny for Monica Minister called, wanting to know if we were still together.",Chandler,disgust,negative,893,1,7,16,"00:04:54,752","00:05:01,216",now but horny for monica minister calledone a know if we were still together
8479,8921,Were never gonna find anybody.,Monica,sadness,negative,893,2,7,16,"0:05:02,969","0:05:04,513",we're never going to find anybody
8480,8922,Well then let me do it!,Joey,joy,positive,893,3,7,16,"0:05:04,513","0:05:05,627",don't let me do
8481,8923,Joe,Chandler,joy,positive,893,4,7,16,"0:05:05,722","0:05:06,394",joe
8482,8924,No-no-no!,Joey,neutral,neutral,893,5,7,16,"0:05:06,394","0:05:07,576",look i've been thinking about
8483,8925,"Look, Ive been thinking about it.",Joey,neutral,neutral,893,6,7,16,"0:05:07,576","0:05:07,718",
8484,8926,Im an actor right?,Joey,neutral,neutral,893,7,7,16,"0:05:07,807","0:05:08,975",i'm an actor right
8485,8927,So I wont get nervous talking in front of people.,Joey,neutral,neutral,893,8,7,16,"0:05:08,975","0:05:11,109",so i won't get nervous talk in front of people
8486,8930,"I wont spit, and I wont stare at Monicas breasts!",Joey,anger,negative,893,9,7,16,"00:05:11,269","00:05:14,813",i will spit and i watch their monica's breasts
8487,8932,Everyone knows Im an ass man!,Joey,joy,positive,893,10,7,16,"00:05:15,565","00:05:18,275",everyone knows i'm an ass man
8488,8933,That is true.,Monica,neutral,neutral,893,11,7,16,"00:05:19,736","00:05:21,862",that is true in the most important
8489,8934,"Yeah and the most important thing is that it wont be some like, stranger up there who barely knows you.",Joey,joy,positive,893,12,7,16,"00:05:19,736","00:05:25,574",that is true in the most important thing is it wouldn't be some like stranger up there who barely knows you
8490,8935,Itll be me!,Joey,joy,positive,893,13,7,16,"0:05:25,742","0:05:26,714",it'll be me
8491,8936,And I swear Ill do a really good job.,Joey,joy,positive,893,14,7,16,"0:05:26,714","0:05:29,434",and i swear i do a really good job
8492,8937,"Plus, yknow I love you guys and-and it would really mean a lot to me.",Joey,joy,positive,893,15,7,16,"00:05:29,579","00:05:33,040",as you know i love you guys and and it would really mean a lot to me
8493,8939,It might be kinda cool.,Monica,joy,positive,893,16,7,16,"00:05:35,126","00:05:36,376",might be got a cool
8494,8940,So I can do it?,Joey,joy,positive,893,17,7,16,"00:05:36,544","00:05:38,795",so i can do it yeah you can
8495,8941,Ah-ha! Too cocky!,Phoebe,joy,positive,894,0,7,15,"00:04:31,020","00:04:33,647",the coffee
8496,8942,I still cant believe they took away my key. You trust me with yours.,Joey,fear,negative,895,0,8,3,"00:07:33,494","00:07:36,955",still can't believe it took away my key you trust me with your
8497,8943,Of course I do! And Im gonna give it back to you as soon as theyre done with it at the key shining place.,Phoebe,neutral,neutral,895,1,8,3,"00:07:37,165","00:07:46,798",of course i do and i'm going to get it back to just as soon as they're done with it at the key shining place
8498,8944,What the hell is that?,Joey,anger,negative,895,2,8,3,"00:07:47,091","00:07:49,676",so how is that
8499,8945,"Whoa! Whoa! Whoa! Treeger, what are you doing?",Joey,surprise,negative,895,3,8,3,"0:07:50,553","0:07:52,985",oh pretty cool what are you doing
8500,8946,You said there was a gas leak in here.,Mr. Treeger,neutral,neutral,895,4,8,3,"0:07:52,985","0:07:54,437",so there was a gas leak in here
8501,8947,Well why dont you use your key?,Phoebe,neutral,neutral,895,5,8,3,"0:07:54,599","0:07:55,981",what you your key
8502,8948,"Because by the time I find it on this thing , the whole place might have exploded.",Mr. Treeger,neutral,neutral,895,6,8,3,"0:07:55,981","0:07:59,528",because i turn my phone on this thing the a place might have exploded
8503,8949,"If that happens at another building that I manage, people are gonna start asking questions.",Mr. Treeger,neutral,neutral,895,7,8,3,"00:07:59,729","00:08:03,523",that was another build it and i manage people are going to start asking questions
8504,8950,Come on!,Mr. Treeger,anger,negative,895,8,8,3,"0:08:03,733","0:08:04,285",the area
8505,8951,Hurry up.,Mr. Treeger,sadness,negative,895,9,8,3,"0:08:04,285","0:08:05,377",
8506,8952,Oh! We could have done that.,Phoebe,neutral,neutral,895,10,8,3,"00:08:08,196","00:08:11,031",what we could have done that
8507,8953,"Luckily, the guy she settled for cant hear what youre talking about.",Chandler,neutral,neutral,896,0,8,16,"00:03:48,561","00:03:53,148",luckily the guy she settled for can hear what you're talking about
8508,8954,"Oh, Im so sorry.",Phoebe,sadness,negative,896,1,8,16,"0:03:53,566","0:03:54,738",i'm so sorry
8509,8955,"Um, and maybe Im wrong!",Phoebe,sadness,negative,896,2,8,16,"0:03:54,738","0:03:56,213",and maybe i'm wrong
8510,8956,"I butyknow Im gonna go out with him again, Ill find out more.",Phoebe,neutral,neutral,896,3,8,16,"00:03:56,402","00:03:59,321",but you know what i'm going to go out with him again i'll find out more
8511,8957,You believe that this guy is destined for someone else and youre still gonna date him?,Chandler,surprise,negative,896,4,8,16,"00:03:59,530","00:04:02,291",that this guy is destined for somebody else and you still going on
8512,8958,"Well, he may not be my soul mate, but a girls gotta eat.",Phoebe,neutral,neutral,896,5,8,16,"00:04:02,700","00:04:05,953",well i made up my soul mate been girl's gotta eat
8513,8961,"Oh, but its made her so happy.",Monica,anger,negative,897,0,4,2,"00:11:21,055","00:11:25,058",yes we have to tell her what its meter so happy
8514,8962,Little girl misses her cat.,Ross,neutral,neutral,897,1,4,2,"00:11:25,726","00:11:28,103",little girl misses her cat
8515,8963,Crazy lady thinks her mother is in a cat.,Ross,sadness,negative,897,2,4,2,"00:11:28,270","00:11:32,190",crazy lady thinks her mother is in a cat
8516,8964,"Okay, y'know what, I have to go have dinner with my son, can I trust that when you see Phoebe, you will tell her.",Ross,neutral,neutral,897,3,4,2,"00:11:35,695","00:11:38,613",can i trust that when you see phoebe you will tell her
8517,8965,Yeah.,All,neutral,neutral,897,4,4,2,"00:11:38,781","00:11:40,615",
8518,8966,Thank you.,Ross,neutral,neutral,897,5,4,2,"00:11:40,783","00:11:42,158",thank you
8519,8967,I,Rachel,neutral,neutral,897,6,4,2,"00:11:43,869","00:11:46,454",hate when ross is right
8520,8968,"He is right, isnt he?",Monica,joy,positive,897,7,4,2,"00:11:46,622","00:11:48,832",he is right as any and you know
8521,8969,"Y'know what, I think this might be one of the times hes wrong.",Chandler,neutral,neutral,897,8,4,2,"00:11:46,622","00:11:50,875",he is right as any and you know what just might be one of the times when he's wrong
8522,8970,You think?,All,surprise,negative,897,9,4,2,"0:11:51,043","0:11:51,711",
8523,8971,"Oh-no, hes right.",Chandler,neutral,neutral,897,10,4,2,"0:11:51,711","0:11:53,279",oh no he's right
8524,8972,Seven hundred bucks!,Joey,joy,positive,898,0,1,24,"00:18:18,847","00:18:22,141",seven hundred bucks ri he did it
8525,8973,"Alright, you did it! Do we have any fruit?",Chandler,joy,positive,898,1,1,24,"00:18:22,351","00:18:23,726",do we have any fruit
8526,8974,"Man, hell of a two weeks, huh? Y'know what, though? I really feel like I learned something.",Joey,joy,positive,898,2,1,24,"00:18:26,855","00:18:32,026",hell of a two liter you know what though i really feel like i learned something
8527,8975,"Really? So, you're gonna stick with this 'it's all for her' thing?",Chandler,neutral,neutral,898,3,1,24,"00:18:32,236","00:18:34,862",release and going to stick with this it's all for her thing
8528,8976,"What, are you crazy? When a blind man gets his sight back, does he walk around like this?",Joey,disgust,negative,898,4,1,24,"00:18:35,072","00:18:41,452",you crazywhen a blind man gets his site backed as you walk around like this
8529,8977,Oh.,Phoebe,neutral,neutral,899,0,4,21,"00:06:28,638","00:06:29,846",right now
8530,8978,Y'know those are a delicacy in India.,Monica,neutral,neutral,899,1,4,21,"00:06:39,892","00:06:42,359",
8531,8979,Me too.,Phoebe,neutral,neutral,900,0,3,15,"0:03:48,311","0:03:50,313",retail
8532,8980,"Although this city is my home, so.",Phoebe,neutral,neutral,900,1,3,15,"0:03:50,313","0:03:51,960",another city is my home
8533,8981,"So thats dumb what I said, dont tell him I said that.",Phoebe,neutral,neutral,900,2,3,15,"00:03:52,065","00:03:55,317",so that's dumb what i said don't tell my cousin
8534,8982,"Umm, you make something up.",Phoebe,neutral,neutral,900,3,3,15,"00:03:55,485","00:03:57,903",do you make something up
8535,8983,"Nice,  thank you.",Phoebe,joy,positive,900,4,3,15,"00:04:08,081","00:04:10,040",nice thank you
8536,8984,This is me.,Phoebe,neutral,neutral,900,5,3,15,"0:04:10,833","0:04:11,675",this is me
8537,8985,Here.,Phoebe,neutral,neutral,900,6,3,15,"0:04:11,675","0:04:12,391",yeah
8538,8986,Your eyes are very pretty.,Mischa,joy,positive,900,7,3,15,"00:04:22,512","00:04:25,138",your eyes are very pretty
8539,8987,"Thank you, very much! Oh!  Thank you!",Phoebe,joy,positive,900,8,3,15,"00:04:26,057","00:04:28,350",thank you very suspects
8540,8988,He would like to kiss you.,Mischa,neutral,neutral,900,9,3,15,"00:04:39,195","00:04:40,862",he would like to kiss
8541,8989,"Okay, y'know what, you dont have to do that now.",Phoebe,neutral,neutral,900,10,3,15,"00:04:44,659","00:04:46,702",you know you have to do that now
8542,8990,No-no-no-no!!,Phoebe,joy,positive,900,11,3,15,"00:04:44,659","00:04:49,454",you know you have to do that now that's goodyou know you know
8543,8991,"Not him, you dont!",Phoebe,surprise,positive,900,12,3,15,"00:04:48,204","00:04:49,454",
8544,8992,Well the moments over.,Phoebe,neutral,neutral,900,13,3,15,"00:04:53,668","00:04:56,378",so where the momentfor
8545,8993,Oh.,Phoebe,neutral,neutral,900,14,3,15,"00:05:05,305","00:05:06,430",oh
8546,8994,Oy!,Mischa,neutral,neutral,900,15,3,15,"00:05:06,597","00:05:08,098",they
8547,8995,"Hey! Hold on a minute, hold on a second. Do you think these pearls are nice?",Chandler,anger,negative,901,0,3,8,"00:06:36,145","00:06:42,401",what do you think these pearls are nice
8548,8996,Id really prefer a mountain bike.,Joey,neutral,neutral,901,1,3,8,"00:06:42,693","00:06:44,444",that really prefer a mountain bike
8549,8997,"Janices birthday is coming up, I want to get her something speacial. Come in here with me.",Chandler,neutral,neutral,901,2,3,8,"00:06:45,905","00:06:53,203",janice as birthday is coming up i want to get or something specialcome in here with oh wait loop
8550,8998,"Whoa, whoa, whoa, wait, whoa.",Joey,surprise,negative,901,3,3,8,"00:06:50,410","00:06:53,203",coming here would follow always hope
8551,8999,"Do you ah, want to get her something speacial, get her flowers, get her candy, get her gum, girls love gum.",Joey,anger,negative,901,4,3,8,"00:06:57,834","00:07:00,585",the can't get a gun goes love gum
8552,9000,"Thats a good idea, Dear Janice have a Hubba-Bubba birthday. I would like to get her something serious.",Chandler,disgust,negative,901,5,3,8,"00:07:01,295","00:07:08,343",that's a good idea they are janice have a hub bub a birthdayi would like to get her something serious
8553,9001,"Oh, you want something serious.",Joey,neutral,neutral,901,6,3,8,"00:07:08,511","00:07:11,096",oh you want something serious
8554,9002,"Y'know what you should do, you should get her one of those um, barium enemas.",Joey,neutral,neutral,901,7,3,8,"00:07:11,264","00:07:16,226",we should do you should get a one of thosebarium animals
8555,9003,Those are dead serious.,Joey,neutral,neutral,901,8,3,8,"00:07:18,438","00:07:20,272",those are dead serious
8556,9004,"All right. Look, Im gonna go in here, and you dont buy me anything ever.",Chandler,anger,negative,901,9,3,8,"00:07:20,440","00:07:25,110",look i'm going to go in here and you don't buy me anything ever
8557,9005,"No, no, you cant, you cant, okay, you cant, you cant buy her pearls, you just cant, you cant, you cant.",Joey,fear,negative,901,10,3,8,"00:07:25,278","00:07:32,451",you can't you can't buy your curls you just can't can't can't can'twhy not
8558,9006,Why not?!,Chandler,surprise,negative,901,11,3,8,"00:07:30,700","00:07:32,451",why not
8559,9007,"Oh God. Uh, okay, heres the thing, this is the thing, okay, the thing is...",Joey,neutral,neutral,901,12,3,8,"00:07:33,995","00:07:41,668",oh godokayas the thingthis the thingokay
8560,9008,What is the thing?,Chandler,sadness,negative,901,13,3,8,"00:07:39,625","00:07:41,668",this thingokay
8561,9009,"Okay. I went down to the Mattress King showroom and, and I saw Janice, kissing her ex-husband.",Joey,sadness,negative,901,14,3,8,"00:07:44,714","00:07:51,011",under the mattress king showroom andand i saw janice kissing her ex husband
8562,9010,What?,Chandler,surprise,negative,901,15,3,8,"00:07:52,930","00:07:54,306",what
8563,9011,They were in his office.,Joey,neutral,neutral,901,16,3,8,"00:07:54,474","00:07:56,099",they were in his office
8564,9012,"Well she, she wouldnt do that, shes with, shes with me.",Chandler,sadness,negative,901,17,3,8,"00:07:59,270","00:08:02,314",which she wouldn't do that she's she's me
8565,9014,Im telling you its like watching Bambi learn how to walk.,Rachel,anger,negative,902,0,7,14,"00:13:57,253","00:14:01,172",i'm telling you it's like watching bambi learn how block
8566,9015,Youre drunk! Mom and dad are gonna be maaaaadd! Maybe Im a little drunk.,Ross,surprise,positive,902,1,7,14,"00:14:02,758","00:14:12,183",mom and dad are going to be manlibya a little drone
8567,9017,Hey! Are those crab cakes?  Did I not tell ya to come straight to me when more crab cakes were ready?,Joey,joy,positive,902,2,7,14,"00:14:13,936","00:14:20,149",for those crab cakesdid i not tell you to come straight to me even more crab cakes were ready
8568,9018,How are you feeling?,Chandler,neutral,neutral,902,3,7,14,"00:14:22,444","00:14:23,778",i feel
8569,9019,You are,Monica,neutral,neutral,902,4,7,14,"00:14:24,780","00:14:27,448",or so so
8570,9020,I really wish that you wouldnt.,Ross,anger,negative,902,5,7,14,"00:14:35,457","00:14:38,293",i really wish that you wouldn't
8571,9021,"Now all you have to do is just get through a little bit more, okay?",Chandler,neutral,neutral,902,6,7,14,"00:14:40,004","00:14:43,298",all you have to do is just get through a little bit tomorrow
8572,9022,"Then we can put you in bed, okay?",Chandler,neutral,neutral,902,7,7,14,"0:14:43,465","0:14:45,467",that we can put you in bed okay
8573,9023,Just smile and dont talk to,Chandler,neutral,neutral,902,8,7,14,"0:14:45,467","0:14:49,610",the smile and don't talk to and new one
8574,9024,Speech! Speech! Lets hear from the birthday girl! Huh?,Phoebe,joy,positive,902,9,7,14,"00:14:49,722","00:14:53,516",let's hear from the birthday girl
8575,9025,Pheebs!!,Chandler,joy,positive,902,10,7,14,"00:14:54,602","00:14:55,643",the hips
8576,9026,Dont you see? Everyones looking at me! The plans working! I didnt even have to take off my top yet!,Phoebe,joy,positive,902,11,7,14,"00:14:55,811","00:15:03,651",you see everybody's looking at me and plans workingi didn't even have to take off my top yet
8577,9027,Speech! Come on Monica!,Mrs. Geller,joy,positive,902,12,7,14,"0:15:04,194","0:15:05,416",
8578,9028,Come on!,Ross,joy,positive,902,13,7,14,"0:15:05,416","0:15:05,708",
8579,9029,Come on! Speech!,All,joy,positive,902,14,7,14,"0:15:05,708","0:15:06,195",
8580,9030,"Hey Chandler, you cant keep your hands off her for one second!",Mr. Geller,anger,negative,902,15,7,14,"00:15:09,700","00:15:12,994",chandler you can keep your hands over for one second
8581,9031,"Oh-ho, I think its nice.",Mrs. Geller,joy,positive,902,16,7,14,"00:15:13,162","00:15:14,829",now
8582,9032,Well you have to because maybe its stupid.,Rachel,neutral,neutral,903,0,7,17,"00:15:46,403","00:15:49,989",you have to because maybe it's stupid
8583,9033,Well its just while Monica and I were dancing to them it wasthe first time I knew thatyou were the woman I wanted to dance all my dances with.,Chandler,joy,positive,903,1,7,17,"00:15:51,617","00:16:04,337",well as just while monica and i were dancing to them it wasthe first time i knew thatyou are the woman that i wanted to dance all my dances with
8584,9034,Oh crap!,Monica,anger,negative,903,2,7,17,"00:16:06,799","00:16:09,092",oh crap
8585,9035,All right.,Monica,neutral,neutral,904,0,4,15,"0:21:19,653","0:21:20,585",right
8586,9036,The super couldnt figure out what it did.,Monica,neutral,neutral,904,1,4,15,"0:21:20,585","0:21:23,003",the super couldn't figure out what it did
8587,9037,A $200 an hour electrician couldnt figure out what it did.,Monica,sadness,negative,904,2,4,15,"00:21:23,115","00:21:27,159",the two hundred dollar an hour electrician couldn't figure out what it did
8588,9038,Ive had seven pretty serious shocks.,Monica,sadness,negative,904,3,4,15,"00:21:27,327","00:21:30,538",i've had seven pretty serious shocks
8589,9039,I officially give up.,Monica,disgust,negative,904,4,4,15,"0:21:31,373","0:21:32,395",i first give up
8590,9040,Thank God.,Rachel,joy,positive,904,5,4,15,"0:21:32,395","0:21:34,467",thank god
8591,9041,"I guess Joey was right, it does nothing.",Monica,joy,positive,904,6,4,15,"00:21:35,377","00:21:39,839",yes jury was rightthere's nothing
8592,9042,See? Im doing it. I am totally doing it.  I lost it.,Phoebe,anger,negative,904,7,4,15,"00:21:44,761","00:22:02,737",i lost it
8593,9043,Are there no conscious men in the city for you two?,Chandler,sadness,negative,905,0,1,11,"00:02:36,823","00:02:39,783",they're not just man in the city of you too
8594,9044,He doesn't have anyone.,Monica,neutral,neutral,905,1,1,11,"0:02:40,618","0:02:42,037",it doesn't have any one
8595,9045,"Yeah, we-we feel kinda responsible.",Phoebe,anger,negative,905,2,1,11,"0:02:42,037","0:02:44,274",we feel kind of responsible
8596,9046,I can't believe you said woowoo. I don't even say woowoo.,Joey,disgust,negative,905,3,1,11,"00:02:44,956","00:02:49,585",i can't believe you said googlei don't he was a walk
8597,9047,"Oh, she's coming up! She's coming up!",Rachel,joy,positive,905,4,1,11,"00:02:49,752","00:02:51,461",
8598,9048,"Folks, when we come back we'll be talking about her new book, 'Euphoria Unbound': the always interesting Nora Tyler Bing.",Jay Leno,neutral,neutral,905,5,1,11,"00:02:51,629","00:02:58,677",of euphoria unbound the always interesting nora tyler being you might want to put the kids to bed for this one
8599,9049,You might wanna put the kids to bed for this one.,Jay Leno,neutral,neutral,905,6,1,11,"00:02:55,049","00:02:58,677",the always interesting nora tyler being you might want to put the kids to bed for this one
8600,9050,"Y'know, we don't have to watch this.",Chandler,neutral,neutral,905,7,1,11,"00:02:58,845","00:03:02,472",have to watch this weekend at bernie's i showtime h b o answers
8601,9051,"No way, forget it.",Rachel,joy,positive,905,8,1,11,"0:03:02,640","0:03:05,602",come on she's your mom
8602,9052,"C'mon, she's your mom!",Joey,anger,negative,905,9,1,11,"0:03:05,602","0:03:05,744",
8603,9053,Exactly.,Chandler,neutral,neutral,905,10,1,11,"00:03:05,852","00:03:07,936",exactly weekend at bernie's
8604,9054,"Chandler, I gotta tell you, I love your mom's books!",Rachel,joy,positive,905,11,1,11,"00:03:12,108","00:03:16,153",i love your mom's books are lots of
8605,9055,I love her books!,Rachel,joy,positive,905,12,1,11,"00:03:13,735","00:03:16,153",i love your mom's books are lots of
8606,9056,I cannot get on a plane without one!,Rachel,joy,positive,905,13,1,11,"0:03:16,321","0:03:18,053",i cannot get on the plane without one
8607,9057,"I mean, this is so cool!",Rachel,joy,positive,905,14,1,11,"0:03:18,053","0:03:19,202",i mean this is so cool
8608,9058,"Yeah, well, you wouldn't think it was cool if you're eleven years old and all your friends are passing around page 79 of 'Mistress Bitch.'",Chandler,disgust,negative,905,15,1,11,"00:03:21,451","00:03:25,704",your friends are passing around page seventy nine of mistress and bitch
8609,9059,"C'mon, Chandler, I love your mom. I think she's a blast.",Ross,joy,positive,905,16,1,11,"00:03:26,581","00:03:28,874",share my lives in my thirties a black
8610,9060,Thank you.,Joey,neutral,neutral,906,0,1,15,"00:00:05,171","00:00:07,423",you haven't you know
8611,9061,And a nice hot cider for Monica.,Rachel,neutral,neutral,906,1,1,15,"00:00:08,925","00:00:11,677",nice hot cider from monica
8612,9062,"Aww, thank you.  Uh Rach?",Monica,neutral,neutral,906,2,1,15,"00:00:11,845","00:00:13,679",the deal
8613,9063,Yeah?,Rachel,neutral,neutral,906,3,1,15,"00:00:14,014","00:00:15,180",rage yeah
8614,9064,Why does my cinamon stick have an eraser?,Monica,surprise,negative,906,4,1,15,"00:00:15,348","00:00:17,975",what is my cinnamon stick have an eraser
8615,9065,Oh! That's why.  I'm sorry!,Rachel,surprise,positive,906,5,1,15,"00:00:19,269","00:00:23,814",
8616,9066,"Oh. Oh! Ma'am? Excuse me, ma'am?",Phoebe,neutral,neutral,907,0,5,16,"00:06:33,726","00:06:39,940",three manyesfigure it out on it's free
8617,9068,You can't put your cigarette out on a tree!,Phoebe,anger,negative,907,1,5,16,"00:06:35,603","00:06:39,940",three man thisyou figure it out on it's free
